original_parquet_row_index,label,premise,hypothesis,gemma-3-4b-it,bloomz-1b7,llama-3.1-70b-it,Mistral-7B-Instruct
1832,entailment,"A man dressed in a surfing shirt and blue and white shorts skillfully guides his yellow board with its multicolored sail over the crest of an ocean wave, flipping over in the process.",a man surfs,entailment,contradiction,entailment,entailment
8546,contradiction,A furry dog is jumping over a hurdle.,A cat sleeps in the window.,contradiction,entailment,neutral,contradiction
5065,contradiction,A worker is preparing fish to be sold at a market.,A person is on a boat fishing.,neutral,contradiction,neutral,neutral
9130,contradiction,People are hiking up a mountain with no greenery.,People are playing video games.,contradiction,contradiction,neutral,contradiction
9355,neutral,A woman in a gray shirt is looking at something.,A woman in a gray shirt looking at her book.,entailment,contradiction,entailment,neutral
4412,contradiction,This is a very large vegetable stand under a white tent.,People are eating fast food.,neutral,contradiction,neutral,contradiction
7207,contradiction,A man in a red plaid shirt using a bull horn to talk to a crowd of people.,a man in an empty park,neutral,contradiction,neutral,neutral
9890,entailment,Girl wearing white shirt sings on stage while playing guitar,A girl plays guitar and sings on stage.,entailment,contradiction,entailment,entailment
834,neutral,Four men stand in a circle facing each other playing brass instruments which people watch them.,People love the music,neutral,contradiction,neutral,neutral
6821,entailment,Two rescue guys looking at a guy on a stretcher,A man on a stretcher.,entailment,contradiction,entailment,neutral
3781,entailment,A young girl in a riding outfit is sitting on a horse holding a teddy bear.,The girl is riding a horse.,entailment,contradiction,neutral,entailment
9012,entailment,A black dog is swimming with a ball in his mouth.,The black dog is swimming.,entailment,contradiction,entailment,entailment
7499,contradiction,A guy in a red jacket is snowboarding in midair.,"A guy is in a hot, sunny place",contradiction,contradiction,contradiction,contradiction
3424,contradiction,A boy in a red shirt is squatting in front of a circle of stones with a pot in the middle.,A boy lights a grill in order to make some hamburgers.,neutral,contradiction,neutral,neutral
65,contradiction,People jump over a mountain crevasse on a rope.,People slide over a mountain crevasse on a slide.,neutral,contradiction,neutral,contradiction
2963,entailment,A hockey player in blue and red guarding the goal.,a person playing a sport,entailment,contradiction,entailment,neutral
5669,entailment,A group of people taking pictures on a walkway in front of a large body of water.,A group of people posing in front of a body of water.,entailment,entailment,neutral,neutral
8962,contradiction,"An older man is kneeling and talking to a group of younger children, all in soccer uniforms.",a cat sleeps soundly,contradiction,contradiction,neutral,neutral
354,neutral,A woman is weaving with a comb in her hand.,A woman is at work.,entailment,contradiction,entailment,neutral
8171,neutral,An older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eatery with teal umbrellas.,An older looking couple is glancing through a glass window of a busy restaurant.,entailment,contradiction,neutral,neutral
4030,neutral,"A young woman wearing jeans, a white t-shirt and a hat, performs a high flying trick on a bicycle at an outdoor bike park.",Young woman shows off new bike tricks in front of friends.,entailment,contradiction,entailment,neutral
8534,contradiction,A man with a blue helmet and orange shirt.,A woman has a helmet on a motorcycle.,contradiction,contradiction,neutral,neutral
3651,contradiction,Young Asian male child either smoking something or its an instrument.,A child is taking a nap.,contradiction,contradiction,contradiction,contradiction
6739,entailment,"A man wearing a white shirt and a hat, riding his bike, makes an obscene gesture to the photographer",The man on a bike was rude to the photographer.,entailment,contradiction,entailment,entailment
3297,contradiction,A white and a black dog fighting in a fenced in room.,the black and white dogs are playing.,contradiction,contradiction,neutral,contradiction
4127,entailment,A young girl in a red top is running through a grassy area with large buildings in the background.,The young girl is outside.,entailment,contradiction,entailment,neutral
8043,,A young boy dressed in black and green is laying down in a tent outside with items surrounding him.,A boy lays down in front of the tent he put up,entailment,contradiction,neutral,neutral
4767,,A rugby player running the ball between two downed opponents.,Everyone is outside.,entailment,contradiction,neutral,neutral
472,contradiction,Some dogs are running on a deserted beach.,There is only one dog at the beach.,neutral,contradiction,contradiction,contradiction
3761,neutral,A man in a black shirt working on a guitar.,A guy working on his bass guitar.,neutral,contradiction,neutral,neutral
8617,neutral,An Asian man is performing with face paint on.,The Asian man is drawing a crowd.,neutral,contradiction,neutral,neutral
3566,entailment,A man is looking at the camera posing for a photo with his arm around a woman who is looking away.,The man is looking at the camera.,entailment,contradiction,neutral,neutral
2760,contradiction,A man with a paddle stands next to a woman with a bikini top; and her arms are in a dance pose.,two men bellydance,contradiction,contradiction,contradiction,neutral
868,neutral,A man wearing a snorkel and goggles gives a thumbs up as he and another person speed through the water.,Two guys are on a lake.,entailment,contradiction,neutral,neutral
9382,neutral,This man is working with an I-pad.,the man is typing a paper,neutral,contradiction,neutral,neutral
8688,contradiction,An older woman is looking at herself in the mirror at a table with cosmetics.,the old lady plays tennis with a dog,contradiction,contradiction,neutral,contradiction
4052,contradiction,Numerous customers browsing for produce in a market.,People are showering.,contradiction,contradiction,contradiction,contradiction
6130,entailment,A man and a woman stand in front of a Christmas tree contemplating a single thought.,Two people stand lost in thought in front of a tree.,entailment,contradiction,neutral,neutral
3244,neutral,Three people are dressed in costumes and playing musical instruments.,The people are playing at a festival.,entailment,contradiction,neutral,neutral
4842,contradiction,A black dog is running through a marsh-like area.,A yellow dog is chasing a rabbit.,contradiction,entailment,neutral,contradiction
9330,neutral,A man on a skateboard on steps in front glass doors of a brick building.,The man on the skateboard is going to bounce off the glass doors,neutral,contradiction,neutral,neutral
5640,contradiction,A male performer sings and plays the guitar in front of a microphone.,A boy is helping his dad dig a ditch.,contradiction,contradiction,neutral,contradiction
5780,entailment,"Two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.",The older gentlemen are outside.,entailment,contradiction,entailment,neutral
